"AtcoCode","TiplocCode","CrsCode","StationName","StationNameLang","GridType","Easting","Northing","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"9100CLYBANK","CLYBANK","CYK","Clydebank Rail Station","","U",249768,670121,"2003-11-04T00:00:00","2009-03-18T09:57:58",2,"rev"
"9100BRHD","BRHD","BRR","Barrhead Rail Station","","U",249840,659320,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100HWKHEAD","HWKHEAD","HKH","Hawkhead Rail Station","","U",249890,663600,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LLNLLI","LLNLLI","LLE","Llanelli Rail Station","","U",250650,199445,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev"
"9100YOKER","YOKER","YOK","Yoker Rail Station","","U",250870,669180,"2003-11-04T00:00:00","2011-08-22T17:03:04",2,"rev"
"9100DRUMRY","DRUMRY","DMY","Drumry Rail Station","","U",250967,670514,"2005-11-03T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100HLNGTNW","HLNGTNW","HLW","Hillington West Rail Station","","U",251650,665080,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BEAULY","BEAULY","BEL","Beauly Rail Station","","U",252005,845807,"2003-11-04T00:00:00","2010-02-25T14:54:53",2,"rev"
"9100CROKSTN","CROKSTN","CKT","Crookston Rail Station","","U",252030,663540,"2005-04-04T00:00:00","2011-07-07T16:17:02",2,"rev"
"9100GSCD","GSCD","GRS","Garscadden Rail Station","","U",252182,668590,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100NITSH","NITSH","NIT","Nitshill Rail Station","","U",252210,660150,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100DRMCHPL","DRMCHPL","DMC","Drumchapel Rail Station","","U",252380,670490,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev"
"9100LFPW","LFPW","LPG","Llanfairpwll Rail Station","","U",252600,371600,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100HLNGTNE","HLNGTNE","HLE","Hillington East Rail Station","","U",252680,664840,"2003-11-04T00:00:00","2011-07-07T16:17:02",2,"rev"
"9100MUROORD","MUROORD","MOO","Muir of Ord Rail Station","","U",252742,850189,"2003-11-04T00:00:00","2010-02-25T14:54:42",2,"rev"
"9100SCTSTNH","SCTSTNH","SCH","Scotstounhill Rail Station","","U",252930,668280,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100MSSPARK","MSSPARK","MPK","Mosspark Rail Station","","U",253050,663340,"2003-11-04T00:00:00","2011-07-07T16:17:02",2,"rev"
"9100PHLD","PHLD","PTL","Priesthill & Darnley Rail Station","","U",253280,660140,"2005-03-17T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CDNL","CDNL","CDO","Cardonald Rail Station","","U",253570,664630,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100PATERTN","PATERTN","PTT","Patterton Rail Station","","U",253675,657725,"2003-11-04T00:00:00","2011-07-07T16:17:02",2,"rev"
"9100CKHL","CKHL","CKH","Corkerhill Rail Station","","U",253914,662940,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CONONBR","CONONBR","CBD","Conon Bridge Rail Station","","U",254105,855032,"2013-01-07T11:22:00","2013-01-07T11:27:00",1,"rev"
"9100WESTRTN","WESTRTN","WES","Westerton Rail Station","","U",254130,670430,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BSDN","BSDN","BRN","Bearsden Rail Station","","U",254355,671795,"2003-11-04T00:00:00","2011-08-22T17:03:04",2,"rev"
"9100KENISHD","KENISHD","KNS","Kennishead Rail Station","","U",254390,660230,"2003-11-04T00:00:00","2011-07-07T16:17:02",2,"rev"
"9100JORDANH","JORDANH","JOR","Jordanhill Rail Station","","U",254670,667950,"2003-11-04T00:00:00","2011-07-07T16:17:02",2,"rev"
"9100ANSL","ANSL","ANL","Anniesland Rail Station","","U",254880,668683,"2003-11-04T00:00:00","2011-07-07T16:17:02",3,"rev"
"9100BYNEA","BYNEA","BYE","Bynea Rail Station","","U",254960,199115,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100ACHILCK","ACHILCK","AUK","Auchinleck Rail Station","","U",255000,622000,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100HLFT","HLFT","HLF","Hillfoot Rail Station","","U",255100,672100,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100THLB","THLB","THB","Thornliebank Rail Station","","U",255230,659955,"2003-11-04T00:00:00","2011-07-07T16:17:02",2,"rev"
"9100WTCR","WTCR","WCR","Whitecraigs Rail Station","","U",255250,657640,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100HYNDLND","HYNDLND","HYN","Hyndland Rail Station","","U",255300,667600,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100DINGWAL","DINGWAL","DIN","Dingwall Rail Station","","U",255323,858608,"2003-11-04T00:00:00","2010-02-25T14:54:04",2,"rev"
"9100MLGV","MLGV","MLN","Milngavie Rail Station","","U",255535,674455,"2003-11-04T00:00:00","2011-02-14T14:58:53",2,"rev"
"9100BRNSTPL","BRNSTPL","BNP","Barnstaple Rail Station","","U",255561,132541,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev"
"9100PTCK","PTCK","PTK","Partick Rail Station","","U",255630,666490,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100DAWSHLM","DAWSHLM","KVD","Kelvindale Rail Station","","U",255670,669125,"2005-10-03T00:00:00","2011-07-07T16:17:02",2,"rev"
"9100PLKSHWW","PLKSHWW","PWW","Pollokshaws West Rail Station","","U",255910,661350,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100DUMBRCK","DUMBRCK","DUM","Dumbreck Rail Station","","U",256010,663666,"2003-11-04T00:00:00","2011-07-07T16:17:02",3,"rev"
"9100MRYHILL","MRYHILL","MYH","Maryhill Rail Station","","U",256237,669560,"2003-11-04T00:00:00","2010-10-13T15:31:21",2,"rev"
"9100TONFNAU","TONFNAU","TNF","Tonfanau Rail Station","","U",256310,303870,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100GIFNOCK","GIFNOCK","GFN","Giffnock Rail Station","","U",256375,659125,"2003-11-04T00:00:00","2011-07-07T16:17:02",2,"rev"
"9100LLGNNCH","LLGNNCH","LLH","Llangennech Rail Station","","U",256400,201200,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100WMWD","WMWD","WLM","Williamwood Rail Station","","U",256505,657973,"2003-11-04T00:00:00","2011-07-07T16:17:02",2,"rev"
"9100SHWLNDS","SHWLNDS","SHL","Shawlands Rail Station","","U",256510,661930,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100PRTHMDG","PRTHMDG","PTM","Porthmadog Rail Station","","U",256630,339190,"2005-03-18T00:00:00","2007-08-29T10:27:12",5,"rev"
"9100MAXWLPK","MAXWLPK","MAX","Maxwell Park Rail Station","","U",256770,662870,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100SUMRSTN","SUMRSTN","SUM","Summerston Rail Station","","U",256817,669675,"2005-03-18T00:00:00","2011-07-07T16:17:02",3,"rev"
"9100PLKSHWE","PLKSHWE","PWE","Pollokshaws East Rail Station","","U",256835,661410,"2005-04-04T00:00:00","2011-07-07T16:17:02",2,"rev"
"9100CRSMYLF","CRSMYLF","CMY","Crossmyloof Rail Station","","U",257030,662440,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LNDW","LNDW","LDN","Llandanwg Rail Station","","U",257030,328630,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100PRTHHBR","PRTHHBR","PMG","Porthmadog Harbour Ffestiniog Railway Station","","U",257120,338410,"2005-03-18T00:00:00","2007-08-29T10:27:12",2,"rev"
"9100EXHIBTC","EXHIBTC","EXG","Exhibition Centre (Glasgow) Rail Station","","U",257177,665510,"2003-11-04T00:00:00","2011-07-18T17:01:58",2,"rev"
"9100LAMBH","LAMBH","GSC","Gilshochill Rail Station","","U",257365,669490,"2003-11-04T00:00:00","2011-07-07T16:17:02",3,"rev"
"9100CLRKSTN","CLRKSTN","CKS","Clarkston Rail Station","","U",257410,657460,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LNSD","LNSD","LGS","Langside Rail Station","","U",257420,661000,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BANGOR","BANGOR","BNG","Bangor (Gwynedd) Rail Station","","U",257500,371600,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev"
"9100MUIREND","MUIREND","MUI","Muirend Rail Station","","U",257562,659695,"2003-11-04T00:00:00","2011-07-07T16:17:02",2,"rev"
"9100PLKLHDW","PLKLHDW","PLW","Pollokshields West Rail Station","","U",257580,662840,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CULRAIN","CULRAIN","CUA","Culrain Rail Station","","U",257680,894770,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100PSRN","PSRN","PES","Pensarn (Gwynedd) Rail Station","","U",257800,328000,"2003-11-04T00:00:00","2010-07-05T19:26:59",2,"rev"
"9100LBDR","LBDR","LBR","Llanbedr Rail Station","","U",257900,326900,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100ANDRSTN","ANDRSTN","AND","Anderston Rail Station","","U",257960,665300,"2003-11-04T00:00:00","2011-07-07T16:17:02",2,"rev"
"9100INVRSHN","INVRSHN","INH","Invershin Rail Station","","U",257985,895356,"2003-11-04T00:00:00","2010-02-25T14:52:33",2,"rev"
"9100PLKLHDE","PLKLHDE","PLE","Pollokshields East Rail Station","","U",258040,663200,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CHRNGXG","CHRNGXG","CHC","Charing Cross (Glasgow) Rail Station","","U",258050,665830,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CHAPLTN","CHAPLTN","CPN","Chapelton (Devon) Rail Station","","U",258075,126080,"2003-11-04T00:00:00","2010-10-06T16:42:54",2,"rev"
"9100HRLC","HRLC","HRL","Harlech Rail Station","","U",258100,331400,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100QUNPARK","QUNPARK","QPK","Queens Park (Glasgow) Rail Station","","U",258135,662555,"2003-11-04T00:00:00","2011-07-07T16:17:02",2,"rev"
"9100DYFRYNA","DYFRYNA","DYF","Dyffryn Ardudwy Rail Station","","U",258170,323330,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BUSBY","BUSBY","BUS","Busby Rail Station","","U",258220,656430,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100TYWYN","TYWYN","TYW","Tywyn Rail Station","","U",258260,300700,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LAIRG","LAIRG","LRG","Lairg Rail Station","","U",258265,903922,"2003-11-04T00:00:00","2010-02-25T14:51:53",2,"rev"
"9100MTFL","MTFL","MFL","Mount Florida Rail Station","","U",258455,661570,"2003-11-04T00:00:00","2011-02-14T14:58:53",2,"rev"
"9100CCRT","CCRT","CCT","Cathcart Rail Station","","U",258460,660580,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100ABRYSTH","ABRYSTH","AYW","Aberystwyth Rail Station","","U",258500,281600,"2003-11-04T00:00:00","2007-02-13T17:06:21",4,"rev"
"9100TALB","TALB","TLB","Talybont Rail Station","","U",258660,321510,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100GLGCLL","GLGCLL","GCL","Glasgow Central Low Level Rail Station","","U",258737,665139,"2003-11-04T00:00:00","2011-08-12T14:57:45",2,"rev"
"9100CROSSHL","CROSSHL","COI","Crosshill Rail Station","","U",258750,662310,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100PNTADLS","PNTADLS","PTD","Pontarddulais Rail Station","","U",258790,204080,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100GLGC","GLGC","GLC","Glasgow Central Rail Station","","U",258794,665257,"2003-11-04T00:00:00","2007-08-24T15:05:14",3,"rev"
"9100POSILPK","POSILPK","PPK","Possilpark & Parkhouse Rail Station","","U",258850,668640,"2005-03-18T00:00:00","2011-07-07T16:17:02",2,"rev"
"9100THAL","THAL","THT","Thorntonhall Rail Station","","U",258870,655110,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LYNGRIL","LYNGRIL","LLW","Llwyngwril Rail Station","","U",258920,309720,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100GLGQHL","GLGQHL","GLQ","Glasgow Queen Street Rail Station","","U",259190,665515,"2003-11-04T00:00:00","2010-02-18T14:19:13",3,"rev"
"9100ARGYLST","ARGYLST","AGS","Argyle Street Rail Station","","U",259220,664970,"2003-11-04T00:00:00","2010-10-13T15:31:21",3,"rev"
"9100OKHMPTN","OKHMPTN","OKE","Okehampton Rail Station","","U",259220,94430,"2005-04-04T00:00:00","2010-10-06T16:42:54",3,"rev"
"9100GOWERTN","GOWERTN","GWN","Gowerton Rail Station","","U",259240,196400,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100GLGQLL","GLGQLL","GQL","Glasgow Queen Street Low Level Rail Station","","U",259241,665531,"2003-11-04T00:00:00","2008-04-25T15:26:31",2,"rev"
"9100KGPK","KGPK","KGP","Kings Park Rail Station","","U",259345,660760,"2003-11-04T00:00:00","2011-07-07T16:17:02",2,"rev"
"9100ASFIELD","ASFIELD","ASF","Ashfield Rail Station","","U",259427,668485,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev"
"9100LNAB","LNAB","LLA","Llanaber Rail Station","","U",259870,318010,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100GLGHST","GLGHST","HST","High Street (Glasgow) Rail Station","","U",259890,665200,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100MINFORD","MINFORD","MFF","Minffordd Rail Station","","U",259940,338560,"2003-11-04T00:00:00","2007-08-29T10:27:12",2,"rev"
"9100MINFFR","MINFFR","MFD","Minffordd Ffestiniog Railway Station","","U",259990,338530,"2003-11-04T00:00:00","2007-08-29T10:27:12",2,"rev"
"9100ARDGAY","ARDGAY","ARD","Ardgay Rail Station","","U",260030,890446,"2003-11-04T00:00:00","2010-02-25T14:52:45",2,"rev"
"9100TYGWYN","TYGWYN","TYG","Tygwyn Rail Station","","U",260260,334950,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CFFT","CFFT","CFF","Croftfoot Rail Station","","U",260480,660580,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100SPRNGBN","SPRNGBN","SPR","Springburn Rail Station","","U",260570,667670,"2005-04-04T00:00:00","2011-07-07T16:17:02",2,"rev"
"9100ABDVY","ABDVY","AVY","Aberdovey Rail Station","","U",260600,296000,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BRIDGTN","BRIDGTN","BDG","Bridgeton Rail Station","","U",260732,663992,"2003-11-04T00:00:00","2011-07-07T16:17:02",2,"rev"
"9100HARMYRS","HARMYRS","HMY","Hairmyres Rail Station","","U",260800,654300,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BLGRVE","BLGRVE","BLG","Bellgrove Rail Station","","U",260865,664850,"2003-11-04T00:00:00","2011-07-07T16:17:02",2,"rev"
"9100BORTH","BORTH","BRH","Borth Rail Station","","U",260900,290100,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100UMBRLGH","UMBRLGH","UMB","Umberleigh Rail Station","","U",260950,123800,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BSHB","BSHB","BBG","Bishopbriggs Rail Station","","U",261000,670100,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100TLSRNAU","TLSRNAU","TAL","Talsarnau Rail Station","","U",261000,336100,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BNHL","BNHL","BNL","Barnhill Rail Station","","U",261025,667160,"2003-11-04T00:00:00","2011-07-07T16:17:02",2,"rev"
"9100BRMOUTH","BRMOUTH","BRM","Barmouth Rail Station","","U",261200,315900,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100DLMRNOK","DLMRNOK","DAK","Dalmarnock Rail Station","","U",261230,663210,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100PRHN","PRHN","PRH","Penrhyndeudraeth Rail Station","","U",261320,338820,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100RTHGLEN","RTHGLEN","RUT","Rutherglen Rail Station","","U",261540,661920,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100DUKEST","DUKEST","DST","Duke Street Rail Station","","U",261580,665020,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100FRBN","FRBN","FRB","Fairbourne Rail Station","","U",261600,312900,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100ALXPD","ALXPD","AXP","Alexandra Parade Rail Station","","U",261747,665542,"2003-11-04T00:00:00","2011-07-07T16:17:02",2,"rev"
"9100NWCMNCK","NWCMNCK","NCK","New Cumnock Rail Station","","U",261780,614260,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LNDC","LNDC","LLC","Llandecwyn Rail Station","","U",261800,337900,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LLDYBIE","LLDYBIE","LLI","Llandybie Rail Station","","U",262000,215500,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BRSDE","BRSDE","BUI","Burnside (Strathclyde) Rail Station","","U",262100,660380,"2003-11-04T00:00:00","2011-07-07T16:17:02",2,"rev"
"9100PENHELG","PENHELG","PHG","Penhelig Rail Station","","U",262100,296150,"2005-03-17T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100PNTYFYN","PNTYFYN","PTF","Pantyffynnon Rail Station","","U",262300,210800,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100AMMANFD","AMMANFD","AMF","Ammanford Rail Station","","U",262400,212700,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100SAMPCRT","SAMPCRT","SMC","Sampford Courtenay Rail Station","","U",262670,98535,"2009-06-18T15:01:50","2010-10-06T16:42:54",1,"rev"
"9100MFAM","MFAM","MFA","Morfa Mawddach Rail Station","","U",262800,314100,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100FFAIRFC","FFAIRFC","FFA","Ffairfach Rail Station","","U",262900,221200,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100PRTSMTA","PRTSMTA","PMA","Portsmouth Arms Rail Station","","U",263100,119320,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100EKILBRD","EKILBRD","EKL","East Kilbride Rail Station","","U",263310,654670,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev"
"9100LLDEILO","LLDEILO","LLL","Llandeilo Rail Station","","U",263350,222620,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100DALWHIN","DALWHIN","DLW","Dalwhinnie Rail Station","","U",263420,784900,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev"
"9100CNTY","CNTY","CAY","Carntyne Rail Station","","U",263725,664555,"2005-04-04T00:00:00","2011-07-07T16:17:02",2,"rev"
"9100CMBSLNG","CMBSLNG","CBL","Cambuslang Rail Station","","U",263950,660620,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100RBRYSTN","RBRYSTN","RRN","Robroyston Railway Station","en","U",264291,668204,"2019-12-10T09:16:00","2019-12-10T09:16:00",1,"new"
"9100KRKH","KRKH","KKH","Kirkhill Rail Station","","U",264300,659975,"2003-11-04T00:00:00","2011-07-07T16:17:02",2,"rev"
"9100IVYBDGE","IVYBDGE","IVY","Ivybridge Rail Station","","U",264745,56570,"2003-11-04T00:00:00","2010-10-06T16:42:54",4,"rev"
"9100SHTLSTN","SHTLSTN","SLS","Shettleston Rail Station","","U",264880,664370,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CARMYLE","CARMYLE","CML","Carmyle Rail Station","","U",264930,662230,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100TANY","TANY","TYB","Tan-y-Bwlch Ffestiniog Railway Station","","U",264965,341560,"2003-11-04T00:00:00","2007-08-29T10:27:12",2,"rev"
"9100LENZIE","LENZIE","LNZ","Lenzie Rail Station","","U",265500,671900,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100SWANSEA","SWANSEA","SWA","Swansea Rail Station","","U",265700,193600,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100ALNESS","ALNESS","ASS","Alness Rail Station","","U",266000,869400,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev"
"9100STEPPS","STEPPS","SPS","Stepps Rail Station","","U",266210,668405,"2005-04-04T00:00:00","2011-08-22T17:03:04",2,"rev"
"9100KNYMPTN","KNYMPTN","KGN","Kings Nympton Rail Station","","U",266212,116910,"2003-11-04T00:00:00","2010-10-06T16:42:54",2,"rev"
"9100NWTL","NWTL","NTN","Newton (S Lanarks) Rail Station","","U",266450,660450,"2005-03-17T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100MNTVRNN","MNTVRNN","MTV","Mount Vernon Rail Station","","U",266485,662835,"2003-11-04T00:00:00","2011-07-07T16:17:02",2,"rev"
"9100IVRNESS","IVRNESS","INV","Inverness Rail Station","","U",266788,845473,"2003-11-04T00:00:00","2010-02-25T14:55:06",2,"rev"
"9100GARROWH","GARROWH","GAR","Garrowhill Rail Station","","U",266800,664500,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BALISTN","BALISTN","BIO","Baillieston Rail Station","","U",267750,663275,"2003-11-04T00:00:00","2011-08-22T17:03:04",2,"rev"
"9100LANFRFC","LANFRFC","LLF","Llanfairfechan Rail Station","","U",267800,375200,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100ESHS","ESHS","EST","Easterhouse Rail Station","","U",268210,664960,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100EGGESFD","EGGESFD","EGG","Eggesford Rail Station","","U",268230,111480,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BLANTYR","BLANTYR","BLT","Blantyre Rail Station","","U",269265,657975,"2003-11-04T00:00:00","2011-08-22T17:03:04",3,"rev"
"9100UDNGSTN","UDNGSTN","UDD","Uddingston Rail Station","","U",269370,660890,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100DOVYJN","DOVYJN","DVY","Dovey Junction Rail Station","","U",269690,298020,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LLNSMLT","LLNSMLT","LAS","Llansamlet Rail Station","","U",269740,197540,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LLGADOG","LLGADOG","LLG","Llangadog Rail Station","","U",269960,228550,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BLAENAU","BLAENAU","BFF","Blaenau Ffestiniog Rail Station","","U",269984,345894,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100GRTCSH","GRTCSH","GRH","Gartcosh Rail Station","","U",270029,667790,"2005-04-25T00:00:00","2007-10-11T16:51:10",2,"rev"
"9100BRGDDIE","BRGDDIE","BGI","Bargeddie Rail Station","","U",270270,663955,"2003-11-04T00:00:00","2011-08-22T17:03:04",2,"rev"
"9100IVRGRD","IVRGRD","IGD","Invergordon Rail Station","","U",270443,868656,"2003-11-04T00:00:00","2010-02-25T14:53:25",4,"rev"
"9100HAMLTNW","HAMLTNW","HNW","Hamilton West Rail Station","","U",271220,655860,"2003-11-04T00:00:00","2011-08-22T17:03:04",2,"rev"
"9100ROMANBG","ROMANBG","RMB","Roman Bridge Rail Station","","U",271270,351410,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LLWRDA","LLWRDA","LNR","Llanwrda Rail Station","","U",271500,231000,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100NWTM","NWTM","NWR","Newtonmore Rail Station","","U",271580,798450,"2005-03-17T00:00:00","2007-02-13T17:06:21",3,"rev"
"9100PNMNMWR","PNMNMWR","PMW","Penmaenmawr Rail Station","","U",271821,376557,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100KRKWOOD","KRKWOOD","KWD","Kirkwood Rail Station","","U",271870,664230,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100HAMLTNC","HAMLTNC","HNC","Hamilton Central Rail Station","","U",272200,655200,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev"
"9100BLAIRHL","BLAIRHL","BAI","Blairhill Rail Station","","U",272230,665585,"2003-11-04T00:00:00","2011-08-22T17:03:04",2,"rev"
"9100SKEWEN","SKEWEN","SKE","Skewen Rail Station","","U",272380,197460,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
