"AtcoCode","TiplocCode","CrsCode","StationName","StationNameLang","GridType","Easting","Northing","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"9100SWNWICK","SWNWICK","SNW","Swanwick Rail Station","","U",451750,108720,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100MCHLDVR","MCHLDVR","MIC","Micheldever Rail Station","","U",451772,142833,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev"
"9100ATNBRO","ATNBRO","ATB","Attenborough Rail Station","","U",451790,334585,"2003-11-04T00:00:00","2011-01-24T15:59:01",2,"rev"
"9100OVTN","OVTN","OVR","Overton Rail Station","","U",451790,150830,"2003-11-04T00:00:00","2011-05-23T18:36:02",3,"rev"
"9100ULESKLF","ULESKLF","ULL","Ulleskelf Rail Station","","U",451803,439995,"2003-11-04T00:00:00","2007-10-08T15:47:32",2,"rev"
"9100MARTON","MARTON","MTO","Marton Rail Station","","U",451950,516860,"2003-11-04T00:00:00","2010-04-01T16:15:28",2,"rev"
"9100BOTLEY","BOTLEY","BOE","Botley Rail Station","","U",452170,113260,"2003-11-04T00:00:00","2011-05-23T18:36:02",2,"rev"
"9100NWSTEAD","NWSTEAD","NSD","Newstead Rail Station","","U",452240,352810,"2003-11-04T00:00:00","2011-01-24T15:59:01",2,"rev"
"9100CRWLL","CRWLL","CWD","Creswell (Derbys) Rail Station","","U",452365,374410,"2003-11-04T00:00:00","2011-11-03T16:09:31",2,"rev"
"9100DIDCOTP","DIDCOTP","DID","Didcot Parkway Rail Station","","U",452523,190507,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100APPLEFD","APPLEFD","APF","Appleford Rail Station","","U",452542,193698,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100ISLIP","ISLIP","ISP","Islip Rail Station","","U",452600,214400,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100RDLEY","RDLEY","RAD","Radley Rail Station","","U",452603,198878,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100THATCHM","THATCHM","THA","Thatcham Rail Station","","U",452752,166361,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LGWITH","LGWITH","LAG","Langwith - Whaley Thorns Rail Station","","U",452875,370825,"2005-04-04T00:00:00","2011-11-03T16:09:31",2,"rev"
"9100CULHAM","CULHAM","CUM","Culham Rail Station","","U",452915,195276,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100GYPSYLA","GYPSYLA","GYP","Gypsy Lane Rail Station","","U",453200,515600,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100STHBANK","STHBANK","SBK","South Bank Rail Station","","U",453310,521270,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BESTON","BESTON","BEE","Beeston Rail Station","","U",453370,336220,"2003-11-04T00:00:00","2007-02-22T16:50:34",2,"rev"
"9100SHRBROK","SHRBROK","SHB","Shirebrook Rail Station","","U",453370,367760,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100WHWLL","WHWLL","WWL","Whitwell (Derbys) Rail Station","","U",453425,376185,"2003-11-04T00:00:00","2011-11-03T16:09:31",2,"rev"
"9100MFLDWSE","MFLDWSE","MSW","Mansfield Woodhouse Rail Station","","U",453460,363235,"2003-11-04T00:00:00","2011-01-24T15:59:01",3,"rev"
"9100MFLDTWN","MFLDTWN","MFT","Mansfield Rail Station","","U",453715,360850,"2003-11-04T00:00:00","2011-01-24T15:59:01",4,"rev"
"9100NUNTHRP","NUNTHRP","NNT","Nunthorpe Rail Station","","U",453850,515050,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100HUCKNAL","HUCKNAL","HKN","Hucknall Rail Station","","U",454020,349303,"2005-09-14T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BULWELL","BULWELL","BLW","Bulwell Rail Station","","U",454040,345010,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100NARBRO","NARBRO","NBR","Narborough Rail Station","","U",454090,297350,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LOGHBRO","LOGHBRO","LBO","Loughborough (Leics) Rail Station","","U",454335,320455,"2005-11-03T00:00:00","2007-02-13T17:06:21",3,"rev"
"9100ADWICK","ADWICK","AWK","Adwick Rail Station","","U",454375,408725,"2003-11-04T00:00:00","2010-12-20T15:37:54",2,"rev"
"9100SHRKSKS","SHRKSKS","SRO","Shireoaks Rail Station","","U",455515,381195,"2003-11-04T00:00:00","2011-01-24T15:59:01",2,"rev"
"9100WHTBDGE","WHTBDGE","WBD","Whitley Bridge Rail Station","","U",455670,422850,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100POPLTON","POPLTON","POP","Poppleton Rail Station","","U",455940,453650,"2005-03-18T00:00:00","2009-10-16T14:39:40",2,"rev"
"9100BTLYSY","BTLYSY","BYK","Bentley (S Yorks) Rail Station","","U",456360,405590,"2003-11-04T00:00:00","2010-12-20T15:37:54",3,"rev"
"9100FAREHAM","FAREHAM","FRM","Fareham Rail Station","","U",456971,106257,"2003-11-04T00:00:00","2007-02-13T17:06:21",4,"rev"
"9100DONC","DONC","DON","Doncaster Rail Station","","U",457125,403175,"2003-11-04T00:00:00","2010-12-20T15:37:54",2,"rev"
"9100MIDGHAM","MIDGHAM","MDG","Midgham Rail Station","","U",457305,166647,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100GTAYTON","GTAYTON","GTA","Great Ayton Rail Station","","U",457405,510830,"2003-11-04T00:00:00","2011-11-03T16:09:31",2,"rev"
"9100REDCBSC","REDCBSC","RBS","British Steel Redcar Rail Station","","U",457410,524220,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100NTNG","NTNG","NOT","Nottingham Rail Station","","U",457455,339195,"2003-11-04T00:00:00","2011-12-08T14:57:55",4,"rev"
"9100BAROWOS","BAROWOS","BWS","Barrow upon Soar Rail Station","","U",457820,317200,"2003-11-04T00:00:00","2009-01-19T13:00:36",2,"rev"
"9100SHANKLN","SHANKLN","SHN","Shanklin Rail Station","","U",458100,81900,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CHOLSEY","CHOLSEY","CHO","Cholsey Rail Station","","U",458452,186039,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100WORKSOP","WORKSOP","WRK","Worksop Rail Station","","U",458545,379755,"2003-11-04T00:00:00","2011-05-18T16:57:12",5,"rev"
"9100BCSTN","BCSTN","BCS","Bicester North Rail Station","","U",458550,223112,"2005-04-21T00:00:00","2006-09-18T18:24:34",2,"rev"
"9100HENSALL","HENSALL","HEL","Hensall Rail Station","","U",458560,422820,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BCSTRTN","BCSTRTN","BIT","Bicester Village Rail Station","","U",458675,221950,"2005-04-21T00:00:00","2015-05-18T17:02:59",3,"rev"
"9100WGSTS","WGSTS","SWS","South Wigston Rail Station","","U",458770,298620,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BTRSBY","BTRSBY","BTT","Battersby Rail Station","","U",458900,507300,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LAKEIOW","LAKEIOW","LKE","Lake (Isle of Wight) Rail Station","","U",459038,83308,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LESTER","LESTER","LEI","Leicester Rail Station","","U",459300,304100,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100SNDOWN","SNDOWN","SAN","Sandown Rail Station","","U",459305,84467,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100RYDP","RYDP","RYP","Ryde Pier Head Rail Station","","U",459361,93622,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100RYDE","RYDE","RYD","Ryde Esplanade Rail Station","","U",459405,92920,"2005-04-21T00:00:00","2011-11-03T16:09:31",2,"rev"
"9100YORK","YORK","YRK","York Rail Station","","U",459600,451700,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100RYDS","RYDS","RYR","Ryde St Johns Road Rail Station","","U",459631,91977,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100SMALBRK","SMALBRK","SAB","Smallbrook Junction Rail Station","","U",459815,90504,"2005-04-21T00:00:00","2009-10-28T16:07:11",2,"rev"
"9100ALDMSTN","ALDMSTN","AMT","Aldermaston Rail Station","","U",460100,167345,"2005-04-21T00:00:00","2011-01-24T15:59:01",2,"rev"
"9100REDCARC","REDCARC","RCC","Redcar Central Rail Station","","U",460100,524960,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100SILEBY","SILEBY","SIL","Sileby Rail Station","","U",460197,315255,"2005-04-04T00:00:00","2009-01-19T13:00:36",2,"rev"
"9100GORASTR","GORASTR","GOR","Goring & Streatley Rail Station","","U",460247,180642,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100KLDL","KLDL","KLD","Kildale Rail Station","","U",460480,509555,"2003-11-04T00:00:00","2011-11-03T16:09:31",2,"rev"
"9100BRDING","BRDING","BDN","Brading Rail Station","","U",460950,86877,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100REDCARE","REDCARE","RCE","Redcar East Rail Station","","U",461310,524200,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100KKSNDAL","KKSNDAL","KKS","Kirk Sandall Rail Station","","U",461426,407872,"2003-11-04T00:00:00","2010-12-20T15:37:54",2,"rev"
"9100PCHESTR","PCHESTR","PTC","Portchester Rail Station","","U",461749,105835,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev"
"9100SELBY","SELBY","SBY","Selby Rail Station","","U",461786,432235,"2003-11-04T00:00:00","2011-02-28T15:19:28",2,"rev"
"9100NTHRFLD","NTHRFLD","NET","Netherfield Rail Station","","U",461905,340845,"2003-11-04T00:00:00","2010-05-05T17:29:03",2,"rev"
"9100CRTN","CRTN","CTO","Carlton Rail Station","","U",461980,341255,"2005-11-03T00:00:00","2011-01-24T15:59:01",2,"rev"
"9100SYSTON","SYSTON","SYS","Syston Rail Station","","U",462113,311120,"2003-11-04T00:00:00","2009-01-19T13:00:36",2,"rev"
"9100LNGBKBY","LNGBKBY","LBK","Long Buckby Rail Station","","U",462400,266680,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LONGBCK","LONGBCK","LGK","Longbeck Rail Station","","U",462750,521990,"2005-04-04T00:00:00","2010-04-01T16:15:28",2,"rev"
"9100PHBR","PHBR","PMH","Portsmouth Harbour Rail Station","","U",462973,100090,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev"
"9100PANGBRN","PANGBRN","PAN","Pangbourne Rail Station","","U",463251,176664,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100MRSK","MRSK","MSK","Marske Rail Station","","U",463500,521800,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100SSEACLE","SSEACLE","SHV","Southsea Hoverport","","U",463542,98803,"2004-11-08T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BSNGSTK","BSNGSTK","BSK","Basingstoke Rail Station","","U",463774,152529,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev"
"9100PSEA","PSEA","PMS","Portsmouth & Southsea Rail Station","","U",464164,100275,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev"
"9100SNAITH","SNAITH","SNI","Snaith Rail Station","","U",464250,422290,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100THEALE","THEALE","THE","Theale Rail Station","","U",464400,170900,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BRTJYC","BRTJYC","BUJ","Burton Joyce Rail Station","","U",464490,343330,"2003-11-04T00:00:00","2011-01-24T15:59:01",2,"rev"
"9100HTFLASF","HTFLASF","HFS","Hatfield & Stainforth Rail Station","","U",464745,410680,"2003-11-04T00:00:00","2010-12-20T15:37:54",2,"rev"
"9100RADNOT","RADNOT","RDF","Radcliffe (Notts) Rail Station","","U",464780,339478,"2003-11-04T00:00:00","2011-01-24T15:59:01",2,"rev"
"9100FRATTON","FRATTON","FTN","Fratton Rail Station","","U",465360,100050,"2005-03-17T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BMLY","BMLY","BMY","Bramley (Hants) Rail Station","","U",465518,159440,"2003-11-04T00:00:00","2011-05-23T18:36:02",3,"rev"
"9100COSHAM","COSHAM","CSA","Cosham Rail Station","","U",465765,105125,"2003-11-04T00:00:00","2010-10-06T16:46:38",4,"rev"
"9100HILSEA","HILSEA","HLS","Hilsea Rail Station","","U",466385,103615,"2003-11-04T00:00:00","2010-10-06T16:46:38",4,"rev"
"9100SBRN","SBRN","SLB","Saltburn Rail Station","","U",466400,521400,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100COMONDL","COMONDL","COM","Commondale Rail Station","","U",466500,510030,"2005-04-04T00:00:00","2011-11-03T16:09:31",2,"rev"
"9100MTIMER","MTIMER","MOR","Mortimer Rail Station","","U",467233,164110,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev"
"9100LOWDHAM","LOWDHAM","LOW","Lowdham Rail Station","","U",467305,345910,"2005-04-04T00:00:00","2011-01-24T15:59:01",2,"rev"
"9100TILHRST","TILHRST","TLH","Tilehurst Rail Station","","U",467483,175173,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100THORNEN","THORNEN","TNN","Thorne North Rail Station","","U",468080,413770,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CTNM","CTNM","CSM","Castleton Moor Rail Station","","U",468370,508485,"2003-11-04T00:00:00","2011-11-03T16:09:31",2,"rev"
"9100RAWCLIF","RAWCLIF","RWC","Rawcliffe Rail Station","","U",468720,421900,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100THORNES","THORNES","TNS","Thorne South Rail Station","","U",469240,412370,"2003-11-04T00:00:00","2010-12-20T15:37:54",2,"rev"
"9100THRGRTN","THRGRTN","THU","Thurgarton Rail Station","","U",469695,348465,"2003-11-04T00:00:00","2011-01-24T15:59:01",2,"rev"
"9100RTFD","RTFD","RET","Retford Rail Station","","U",470191,380318,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev"
"9100REDGWST","REDGWST","RDW","Reading West Rail Station","","U",470264,173430,"2005-04-21T00:00:00","2011-02-07T18:49:18",3,"rev"
"9100RTFDLL","RTFDLL","REL","Retford Low Level Rail Station","","U",470400,380200,"2003-11-04T00:00:00","2007-11-07T16:19:14",1,"rev"
"9100BINGHAM","BINGHAM","BIN","Bingham Rail Station","","U",470535,340160,"2003-11-04T00:00:00","2011-01-24T15:59:01",3,"rev"
"9100DANBY","DANBY","DNY","Danby Rail Station","","U",470685,508410,"2003-11-04T00:00:00","2011-11-03T16:09:31",2,"rev"
"9100BDHMPTN","BDHMPTN","BDH","Bedhampton Rail Station","","U",470781,106529,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev"
"9100BLEASBY","BLEASBY","BSB","Bleasby Rail Station","","U",470920,349865,"2003-11-04T00:00:00","2011-01-24T15:59:01",2,"rev"
"9100WRESSLE","WRESSLE","WRS","Wressle Rail Station","","U",470990,431268,"2003-11-04T00:00:00","2011-05-23T18:36:02",2,"rev"
"9100RDNG4AB","RDNG4AB","RDG","Reading Rail Station","","U",471528,173813,"2005-04-21T00:00:00","2007-11-07T16:19:14",1,"rev"
"9100RDNGSTN","RDNGSTN","RDG","Reading Rail Station","","U",471529,173813,"2005-04-21T00:00:00","2007-11-14T16:30:19",2,"rev"
"9100RDNGBUS","RDNGBUS","RBU","Reading Rail Station","","U",471543,173742,"2012-09-05T13:58:00","2012-09-05T13:58:00",1,"rev"
"9100HAVANT","HAVANT","HAV","Havant Rail Station","","U",471781,106595,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev"
"9100ALTON","ALTON","AON","Alton Rail Station","","U",472352,139697,"2003-11-04T00:00:00","2006-11-24T15:29:01",3,"rev"
"9100HOOK","HOOK","HOK","Hook Rail Station","","U",472520,153940,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100WRBLNGT","WRBLNGT","WBL","Warblington Rail Station","","U",472800,106500,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100FISKRTN","FISKRTN","FSK","Fiskerton Rail Station","","U",473000,352000,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100HADMATP","HADMATP","HDM","Haddenham & Thame Parkway Rail Station","","U",473091,208549,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100RWLNDSC","RWLNDSC","RLN","Rowlands Castle Rail Station","","U",473421,110816,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev"
"9100ROLSTN","ROLSTN","ROL","Rolleston Rail Station","","U",473830,352570,"2005-03-18T00:00:00","2011-01-24T15:59:01",2,"rev"
"9100ASLCKTN","ASLCKTN","ALK","Aslockton Rail Station","","U",474130,339920,"2003-11-04T00:00:00","2011-01-24T15:59:01",2,"rev"
"9100MRKTHRB","MRKTHRB","MHR","Market Harborough Rail Station","","U",474170,287425,"2003-11-04T00:00:00","2010-10-13T15:33:07",4,"rev"
"9100PTRSFLD","PTRSFLD","PTR","Petersfield Rail Station","","U",474387,123571,"2003-11-04T00:00:00","2007-02-13T17:06:21",4,"rev"
"9100GOOLE","GOOLE","GOO","Goole Rail Station","","U",474414,423753,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev"
"9100NMPTN","NMPTN","NMP","Northampton Rail Station","","U",474759,260486,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100EMSWTH","EMSWTH","EMS","Emsworth Rail Station","","U",474825,106325,"2003-11-04T00:00:00","2011-05-23T18:36:02",2,"rev"
"9100HOWDEN","HOWDEN","HOW","Howden Rail Station","","U",475215,430420,"2003-11-04T00:00:00","2011-05-23T18:36:02",2,"rev"
"9100MLTNSDG","MLTNSDG","MMO","Melton Mowbray Rail Station","","U",475280,318740,"2003-11-04T00:00:00","2011-02-07T18:51:08",2,"rev"
"9100ERLY","ERLY","EAR","Earley Rail Station","","U",475300,171900,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LEALHLM","LEALHLM","LHM","Lealholm Rail Station","","U",476220,507880,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100WNCFILD","WNCFILD","WNF","Winchfield Rail Station","","U",476324,154546,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev"
"9100HNLYOT","HNLYOT","HOT","Henley-on-Thames Rail Station","","U",476380,182270,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100SBOURNE","SBOURNE","SOB","Southbourne Rail Station","","U",476965,105985,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev"
"9100ELTON","ELTON","ELO","Elton & Orston Rail Station","","U",476990,340030,"2005-09-02T00:00:00","2011-01-24T15:59:01",2,"rev"
"9100WINETGL","WINETGL","WTI","Winnersh Triangle Rail Station","","U",477160,171443,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100SHPLAKE","SHPLAKE","SHI","Shiplake Rail Station","","U",477640,179762,"2005-04-21T00:00:00","2010-11-08T17:02:59",2,"rev"
"9100LISS","LISS","LIS","Liss Rail Station","","U",477712,127718,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev"
"9100WARGRAV","WARGRAV","WGV","Wargrave Rail Station","","U",478085,178289,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100WINERSH","WINERSH","WNS","Winnersh Rail Station","","U",478177,170740,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100GLAISDL","GLAISDL","GLS","Glaisdale Rail Station","","U",478330,505555,"2003-11-04T00:00:00","2011-11-03T16:09:31",2,"rev"
"9100CROWLE","CROWLE","CWE","Crowle Rail Station","","U",478380,411000,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100AYLSPWY","AYLSPWY","AVP","Aylesbury Vale Parkway Rail Station","","U",478641,215341,"2008-09-24T10:14:52","2008-09-24T10:14:52",0,"new"
"9100SLTMRSH","SLTMRSH","SAM","Saltmarshe Rail Station","","U",478655,425715,"2003-11-04T00:00:00","2011-05-23T18:36:02",2,"rev"
"9100MALTON","MALTON","MLT","Malton Rail Station","","U",478690,471360,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100NUTBORN","NUTBORN","NUT","Nutbourne Rail Station","","U",478740,105766,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev"
"9100TWYFORD","TWYFORD","TWY","Twyford Rail Station","","U",479042,175787,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BNTEY","BNTEY","BTY","Bentley (Hants) Rail Station","","U",479211,143053,"2003-11-04T00:00:00","2007-02-13T17:06:21",4,"rev"
"9100NWRKCAS","NWRKCAS","NCT","Newark Castle Rail Station","","U",479600,354300,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100PRINRIS","PRINRIS","PRR","Princes Risborough Rail Station","","U",479964,202758,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100ESTRNGT","ESTRNGT","EGN","Eastrington Rail Station","","U",480034,429437,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100EGTON","EGTON","EGT","Egton Rail Station","","U",480430,505380,"2003-11-04T00:00:00","2011-11-03T16:09:31",2,"rev"
"9100NEWANG","NEWANG","NNG","Newark North Gate Rail Station","","U",480488,354510,"2003-11-04T00:00:00","2011-10-25T14:09:44",2,"rev"
"9100WOKNGHM","WOKNGHM","WKM","Wokingham Rail Station","","U",480596,168657,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100MNKRISB","MNKRISB","MRS","Monks Risborough Rail Station","","U",480937,204765,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BOTESFD","BOTESFD","BTF","Bottesford Rail Station","","U",481080,339260,"2003-11-04T00:00:00","2011-09-30T14:47:28",2,"rev"
"9100BOSHAM","BOSHAM","BOH","Bosham Rail Station","","U",481246,105435,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100SUNDRTN","SUNDRTN","SDR","Saunderton Rail Station","","U",481311,198112,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100FLEET","FLEET","FLE","Fleet Rail Station","","U",481626,155260,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100AYLSBRY","AYLSBRY","AYS","Aylesbury Rail Station","","U",481779,213470,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100GBROC","GBROC","GNB","Gainsborough Central Rail Station","","U",481900,389900,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100GBGHLRD","GBGHLRD","GBL","Gainsborough Lea Road Rail Station","","U",482000,388400,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100WLVR","WLVR","WOL","Wolverton Rail Station","","U",482065,241508,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CRWTHRN","CRWTHRN","CRN","Crowthorne Rail Station","","U",482294,163735,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LTLKMBL","LTLKMBL","LTK","Little Kimble Rail Station","","U",482349,206620,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100GROSMNT","GROSMNT","GMT","Grosmont Rail Station","","U",482800,505270,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100SNDHRST","SNDHRST","SND","Sandhurst Rail Station","","U",483352,161550,"2003-11-04T00:00:00","2011-01-24T15:59:01",2,"rev"
"9100FSHBORN","FSHBORN","FSB","Fishbourne Rail Station","","U",483530,105060,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CLHM","CLHM","CLM","Collingham Rail Station","","U",483680,361500,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100GLBRDYK","GLBRDYK","GBD","Gilberdyke Rail Station","","U",483700,428700,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100ALTPE","ALTPE","ALP","Althorpe Rail Station","","U",483960,410625,"2003-11-04T00:00:00","2011-05-23T18:36:02",2,"rev"
"9100STKM","STKM","SKM","Stoke Mandeville Rail Station","","U",483965,210603,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LIPHOOK","LIPHOOK","LIP","Liphook Rail Station","","U",484156,130905,"2003-11-04T00:00:00","2007-02-13T17:06:21",4,"rev"
"9100MKNSCEN","MKNSCEN","MKC","Milton Keynes Central Rail Station","","U",484189,238029,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100FARNHAM","FARNHAM","FNH","Farnham Rail Station","","U",484446,146548,"2005-04-21T00:00:00","2007-02-13T17:06:21",3,"rev"
"9100BCKWATR","BCKWATR","BAW","Blackwater Rail Station","","U",485320,159875,"2003-11-04T00:00:00","2011-05-23T18:36:02",2,"rev"
"9100MARLOW","MARLOW","MLW","Marlow Rail Station","","U",485590,186512,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100OAKHAM","OAKHAM","OKM","Oakham Rail Station","","U",485690,309030,"2005-03-17T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CHCHSTR","CHCHSTR","CCH","Chichester Rail Station","","U",485890,104320,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100KETR","KETR","KET","Kettering Rail Station","","U",486411,278038,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev"
"9100WENDOVR","WENDOVR","WND","Wendover Rail Station","","U",486547,207750,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100ALDRSHT","ALDRSHT","AHT","Aldershot Rail Station","","U",486656,150424,"2003-11-04T00:00:00","2006-11-24T15:29:01",3,"rev"
"9100SLEGHTS","SLEGHTS","SLH","Sleights Rail Station","","U",486800,508120,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100SWNDRBY","SWNDRBY","SWD","Swinderby Rail Station","","U",486820,364390,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100FRBRMN","FRBRMN","FNB","Farnborough (Main) Rail Station","","U",486850,156010,"2005-03-17T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BLTCHLY","BLTCHLY","BLY","Bletchley Rail Station","","U",486859,233741,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BRACKNL","BRACKNL","BCE","Bracknell Rail Station","","U",486910,168969,"2005-04-21T00:00:00","2006-09-18T18:24:34",2,"rev"
"9100HWYCOMB","HWYCOMB","HWY","High Wycombe Rail Station","","U",486935,193053,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev"
"9100FRIMLEY","FRIMLEY","FML","Frimley Rail Station","","U",487430,157717,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CMBLEY","CMBLEY","CAM","Camberley Rail Station","","U",487573,160441,"2005-04-21T00:00:00","2009-10-09T19:06:51",2,"rev"
"9100BRFT","BRFT","BMF","Broomfleet Rail Station","","U",487700,427910,"2003-11-04T00:00:00","2011-05-23T18:36:02",2,"rev"
"9100FRBRNTH","FRBRNTH","FNN","Farnborough North Rail Station","","U",487725,156630,"2005-03-17T00:00:00","2006-09-18T18:24:34",1,"rev"
