mmsi,shipname,callsign,flag,imo,first_timestamp,last_timestamp
306117000,SIERRALAUREL,PJBQ,ANT,9163403,2018-03-29T08:34:21Z,2018-06-30T17:08:41Z
306873000,SIERRALEYRE,PJJZ,ANT,9135822,2012-01-01T01:06:00Z,2012-06-26T08:58:28Z
309681,GREENBRAZIL,C6WH6,BHS,9045792,2018-06-29T10:34:00Z,2018-06-30T23:47:40Z
308735000,NOVA BRETAGNE,C6JI7,BHS,9000364,2012-01-01T00:39:08Z,2013-09-12T10:03:48Z
311000682,SIERRA LARA,C6DI3,BHS,9120205,2017-07-03T10:28:05Z,2018-06-30T23:35:36Z
311000433,SILVER PEARL,C6CC5,BHS,8400050,2015-08-19T10:00:02Z,2018-06-30T23:57:13Z
311000709,SIERRA LEYRE,C6DL3,BHS,9135822,2017-10-12T08:51:41Z,2018-06-30T06:08:40Z
311043900,GREENCONCORDIA,C6YS7,BHS,9011038,2012-01-03T22:17:16Z,2013-09-09T11:44:22Z
308572000,RUNAWAY BAY,C6PX2,BHS,9019640,2012-01-01T00:28:40Z,2017-02-08T06:13:05Z
308228000,GREEN OCEAN,C6VY8,BHS,9001916,2012-01-03T11:20:45Z,2018-06-30T23:57:00Z
308541000,GREEN SELJE,C6IB5,BHS,8804529,2012-01-06T15:54:49Z,2018-06-30T23:48:42Z
308743000,TAMA STAR,C6MA6,BHS,8517358,2012-01-03T22:03:55Z,2015-05-21T03:08:05Z
308868000,GREEN GUATEMALA,C6WA6,BHS,8912144,2012-01-03T11:04:19Z,2018-06-30T00:42:24Z
309165000,GREEN KLIPPER,C6VY9,BHS,9001904,2012-01-01T02:25:08Z,2018-06-30T23:46:54Z
309281000,GREEN ITALIA,C6WH9,BHS,9045780,2012-01-01T00:52:25Z,2018-06-30T23:44:01Z
309361000,GREEN EXPLORER,C6VZ4,BHS,8922242,2012-01-01T00:04:56Z,2018-06-30T23:01:06Z
309478000,HAINANBAOSHA12,C6NP6,BHS,9063653,2012-01-01T00:20:15Z,2013-03-13T03:33:23Z
352610000,HAINANBAOSHA12,C6NP6,BHS,9063653,2013-03-26T11:30:49Z,2013-03-30T10:46:25Z
309479000,HAINANBAOSHA11,C6NP7,BHS,9063665,2012-01-21T11:08:26Z,2013-03-14T02:30:34Z
309578000,CHANGUINOLABAY,C6RB2,BHS,8801814,2012-01-01T06:38:54Z,2014-07-18T01:00:00Z
309689000,GREEN COSTA RICA,C6WB3,BHS,8912120,2012-01-05T01:34:11Z,2018-06-30T22:40:08Z
311004000,GREEN MAVERIC,C6VY2,BHS,9043055,2012-01-01T00:05:36Z,2018-06-30T18:53:35Z
311009400,GREEN KARMOY,C6XH2,BHS,8804531,2012-01-03T22:46:52Z,2018-06-30T15:50:35Z
311009600,GREEN FREEZER,C6XH4,BHS,8819304,2012-01-03T16:43:04Z,2018-06-30T20:15:13Z
311009700,GREEN CRYSTAL,C6XH5,BHS,8920995,2012-01-03T01:52:53Z,2018-06-30T22:51:02Z
311011400,GREEN COOLER,C6XJ4,BHS,8804543,2012-01-03T17:33:57Z,2018-06-30T23:58:02Z
311029000,GREEN MAGNIFIC,C6VY3,BHS,9011492,2012-01-01T08:00:08Z,2017-05-09T09:21:27Z
311034800,GREEN AUSTEVOLL,C6YS6,BHS,8819299,2014-05-04T21:25:02Z,2014-05-05T08:38:30Z
311043800,GREEN AUSTEVOLL,C6YS6,BHS,8819299,2012-01-01T00:03:40Z,2018-06-30T22:18:05Z
311040500,GREEN EGERSUND,C6YO8,BHS,8804567,2012-01-05T16:25:00Z,2018-06-30T23:58:21Z
311042300,GREENTOLEDO,C6YQ8,BHS,9015785,2012-01-02T22:29:01Z,2015-03-17T22:33:50Z
311042400,GREEN MALOY,C6YQ9,BHS,8804579,2012-01-03T00:19:25Z,2018-06-29T22:21:14Z
311289000,GREEN HONDURAS,C6WH8,BHS,8912132,2012-01-19T17:19:04Z,2018-06-30T23:43:58Z
311449000,GREEN MUSIC,C6VY4,BHS,8822595,2012-01-29T03:36:11Z,2018-06-30T01:29:17Z
311461000,GREEN MAGIC,C6VY5,BHS,8822583,2012-01-02T22:13:56Z,2018-06-30T15:49:50Z
312534000,OKAPIMARTA,V3ZR6,BLZ,7816472,2013-07-10T13:33:21Z,2013-07-17T19:49:02Z
312900000,NOVIYSVET,V3NM,BLZ,8509557,2012-01-02T20:34:46Z,2012-09-14T00:35:27Z
312022000,FRIOCONFIDANZE,V3QW5,BLZ,7713242,2013-09-14T04:05:11Z,2016-09-19T03:35:11Z
355466000,FRIOCONFIDANZE,V3QW5,BLZ,7713242,2012-02-16T04:54:26Z,2012-08-16T16:11:06Z
888888888,FRIOCONFIDANZE,V3QW5,BLZ,7713242,2016-10-11T17:05:33Z,2018-06-19T18:21:36Z
312174000,RANGIROA,V3SY5,BLZ,8210259,2012-11-23T09:57:01Z,2014-11-05T08:04:40Z
312219000,REINA,V3ET2,BLZ,8202226,2012-01-03T16:43:15Z,2013-06-07T13:36:52Z
312273000,HAI FENG 678,V3PI,BLZ,9016961,2013-10-30T07:35:14Z,2015-08-01T02:05:30Z
312284000,QIANYUAN,V3KX2,BLZ,8819691,2012-01-13T08:16:16Z,2013-01-08T05:33:10Z
312377000,OCEAN MARINER,V3LJ,BLZ,8217104,2012-07-24T04:51:51Z,2014-06-17T02:37:16Z
312379000,FRIO POSEIDON,V3YQ5,BLZ,8811687,2012-03-07T02:13:11Z,2012-11-30T07:49:03Z
312413000,QIAO TAI,V3TV5,BLZ,9677595,2012-12-23T04:24:29Z,2014-09-22T06:31:57Z
312621000,ZHONG ZHOU 1,V3KS3,BLZ,9044358,2014-01-14T05:48:15Z,2015-08-11T03:15:58Z
312844000,GLOBAL MARINER,V3KG3,BLZ,8813582,2012-07-17T19:44:17Z,2014-05-29T01:38:59Z
312845000,TOKACHI FROST,V3RS6,BLZ,8503242,2013-09-25T11:07:26Z,2015-05-15T10:41:34Z
518332000,TOKACHIFROST,V3RS6,BLZ,8503242,2015-05-15T17:57:20Z,2015-12-11T10:45:52Z
312862000,NORMANDIC,V3OJ6,BLZ,8215936,2012-01-01T00:29:26Z,2016-05-23T19:45:11Z
312887000,HAI FENG 668,V3OL8,BLZ,8800236,2012-01-01T09:47:53Z,2014-12-30T06:57:22Z
312932000,JIN MAO,V3HX3,BLZ,7927037,2012-03-12T13:12:37Z,2015-05-18T00:48:10Z
312097000,ALASKA,V3JL2,BLZ,NA,2012-01-03T00:14:36Z,2013-10-01T02:53:02Z
310324000,TALCA,ZCBZ5,BMU,8616324,2012-01-15T17:57:40Z,2012-11-15T09:42:58Z
314006000,LAPPONIAN REEFER,8PLJ,BRB,8917534,2015-04-28T15:12:53Z,2016-10-03T07:03:27Z
314233000,BOSSE,8PTO,BRB,8312655,2012-01-01T02:19:16Z,2014-08-13T01:55:09Z
316001828,RONJA CARRIER,CFK9573,CAN,9282845,2012-01-20T15:08:56Z,2018-06-29T22:36:38Z
316018751,RONJA,CFN5530,CAN,9165475,2012-01-31T01:24:41Z,2018-06-24T03:37:09Z
316007244,WESTERN COMMANDER,NA,CAN,NA,2012-01-10T19:26:03Z,2018-04-09T18:20:26Z
725000962,RONIA AUSTRAL,CA3966,CHL,9229465,2012-04-13T14:59:57Z,2018-06-30T17:21:50Z
725000963,RONIA PACIFIC,CA3967,CHL,9276963,2012-04-14T16:12:21Z,2018-06-30T22:26:54Z
725001544,RONIA ATLANTIC,CA5569,CHL,9451563,2016-05-04T14:09:39Z,2018-06-30T23:39:46Z
725000971,FAEROY,CA4049,CHL,9201891,2012-07-24T15:16:42Z,2018-06-30T17:25:05Z
312003000,TIAN XING,V3PG2,CHN,8731930,2014-04-10T21:47:45Z,2014-11-09T11:22:47Z
671918000,QIAN YUAN,5VEZ8,CHN,8819691,2017-10-18T01:28:35Z,2018-05-04T06:51:32Z
412208610,HAIYING,BANV,CHN,8319598,2012-07-27T08:32:20Z,2013-05-30T04:01:48Z
677058600,LIAO CHANG LENG 9,5IM686,CHN,8933083,2017-05-06T19:51:55Z,2018-02-10T16:28:15Z
412420105,ZHE ZHOU YU LENG 220,BZ9UP,CHN,8981341,2012-09-08T09:17:25Z,2017-11-27T04:02:00Z
412420329,XIN ZHOU,BZ6VD,CHN,NA,2012-10-18T15:55:16Z,2018-05-14T18:45:02Z
412441730,HAI FENG 101,BZ2UN,CHN,8785448,2012-08-25T02:10:16Z,2018-04-16T06:21:11Z
529624000,FRIENDSHIP,NA,CHN,8936061,2013-07-03T01:50:43Z,2015-07-10T08:55:23Z
515344000,LIAO CHANG LENG 3,NA,CHN,8863630,2012-11-12T21:34:15Z,2016-04-13T19:54:33Z
412441730,HAIFENG101,NA,CHN,NA,2012-08-25T02:10:16Z,2018-04-16T06:21:11Z
412000000,HONGFENGHAO1,BVSP7,CHN,9756573,2014-11-03T07:00:13Z,2014-11-10T07:48:06Z
413700350,HONG FENG 1 HAO,BVSP7,CHN,9756573,2014-12-02T05:50:10Z,2018-06-30T23:56:37Z
412203940,XIANYU2,BAMF,CHN,9279903,2012-01-06T01:40:16Z,2017-11-20T03:11:11Z
412206010,RENCHENG1,BALC,CHN,9374375,2012-03-09T03:32:36Z,2017-11-24T02:21:50Z
412206290,HUANG HAI MING ZHU,BASJ,CHN,9407433,2012-04-05T22:05:21Z,2018-06-14T06:35:31Z
412453002,FU YUAN YU F32,BVCY7,CHN,8410433,2012-01-02T21:54:13Z,2018-06-30T10:21:39Z
412453005,FENGHAI2,BVHC7,CHN,7810698,2012-07-24T07:11:26Z,2018-06-30T23:57:55Z
412672930,ZHE LENG 7,BKAE5,CHN,9025649,2012-01-01T02:33:32Z,2014-06-27T01:12:13Z
412766030,ZHE LENG 7,BKAE5,CHN,9025649,2014-06-27T01:18:51Z,2018-06-30T21:22:09Z
412679470,DONGYUAN2,BZUT8,CHN,9024712,2012-02-03T21:57:12Z,2018-06-30T22:36:27Z
413447320,HAIJILI,T3PM2,CHN,9677595,2016-06-22T10:10:11Z,2016-07-14T07:26:37Z
412276434,LURONGYUYUN56219,BBFS,CHN,NA,2012-09-01T07:44:07Z,2017-12-25T05:19:34Z
412329639,LURONGYUANYUYUN158,BBZS3,CHN,9736339,2014-01-22T23:32:36Z,2018-06-26T09:34:06Z
412331049,LURONGYUANYUYUN1,BZSU,CHN,8786478,2013-12-02T01:19:04Z,2018-06-30T23:56:02Z
412331177,LUWENYUANYUYUN888,BCFH,CHN,8785943,2016-02-25T08:18:52Z,2018-06-30T23:35:42Z
412420952,XINHAILENG6,BZV4S,CHN,8786791,2014-11-22T14:42:13Z,2018-05-05T07:45:57Z
412440004,FUYUANYU91,BAWE,CHN,8414295,2012-01-01T00:02:59Z,2018-04-25T23:00:39Z
412440007,MIN XIA YU 1458,BVBR7,CHN,8426951,2012-01-08T06:10:54Z,2013-03-03T11:13:33Z
412704070,MIN XIA YU 1458,BVBR7,CHN,8426951,2013-02-24T11:17:18Z,2018-06-30T23:28:06Z
412440033,FUYUANYUF53,BMWA,CHN,NA,2012-08-15T14:05:59Z,2018-06-29T16:22:10Z
412440252,FUYUANYULENG15,BZU3K,CHN,NA,2013-09-09T06:22:14Z,2018-06-13T06:08:16Z
412440253,FUYUANYULENG16,BZU4K,CHN,NA,2013-09-09T03:31:09Z,2018-06-30T08:48:27Z
412440254,FUYUANYULENG19,BZU5K,CHN,NA,2013-09-05T05:45:49Z,2018-06-30T23:00:02Z
412440364,FUYUANYUYUN87,BVMO5,CHN,NA,2015-04-02T06:35:25Z,2018-06-29T08:54:21Z
412458510,JINCHENGXING7,BVEK,CHN,NA,2012-01-03T23:20:15Z,2018-05-14T23:54:05Z
412676880,FUYUANYUF98,BZ2US,CHN,8792178,2014-10-18T06:54:04Z,2018-06-15T06:19:20Z
412455820,JINCHENGXING7,BVEK,CHN,NA,2014-09-15T04:49:19Z,2014-09-15T11:32:06Z
412458520,JINCHENGXING7,BVEK,CHN,NA,2014-08-21T23:30:13Z,2015-03-13T00:12:10Z
413458510,JINCHENGXING7,BVEK,CHN,NA,2014-09-15T11:49:47Z,2014-12-18T00:45:40Z
412458512,JINCHENGXING7,BVEK,CHN,NA,2015-01-15T17:32:01Z,2015-01-17T01:04:57Z
412330149,LURONGYUANYUYUN789,NA,CHN,NA,2016-12-02T09:56:48Z,2018-06-30T21:46:04Z
412331493,LURONGYUANYUYUN899,NA,CHN,NA,2016-12-18T02:05:50Z,2018-06-01T07:56:34Z
412440493,FUYUANYULENG999,NA,CHN,NA,2015-10-29T06:38:45Z,2018-06-06T19:43:43Z
200001140,FU YUAN YU F86,BZ1UR,CHN,8798419,2013-07-04T16:01:39Z,2018-05-10T15:06:30Z
412694950,FU YUAN YU F86,BZ1UR,CHN,8798419,2012-08-01T00:01:55Z,2018-06-28T08:13:22Z
412322280,TAI NING,BBQR,CHN,8217116,2012-01-13T08:22:25Z,2016-12-30T19:43:38Z
412322340,TAI XING,BCIO,CHN,8210273,2015-01-31T01:34:54Z,2016-06-01T02:00:49Z
412202350,TAI YU,BAIL,CHN,8810657,2012-01-18T12:14:03Z,2017-05-21T06:33:28Z
412203740,TAI XIANG,BAPI,CHN,9005625,2012-03-20T00:00:27Z,2018-06-30T10:45:45Z
412300004,HAI FENG 896,BZZQ5,CHN,9002180,2012-01-01T00:29:56Z,2018-06-30T00:31:51Z
412421049,NING TAI LENG 7,BZW6E,CHN,9821134,2016-06-08T03:52:42Z,2018-05-14T18:43:56Z
412423655,PU YUAN LENG 6,BZV7S,CHN,8779918,2015-01-19T10:33:51Z,2018-06-30T20:23:58Z
412439619,YONG FA YUN 10,BZW5B,CHN,9787716,2015-11-10T12:49:34Z,2017-09-27T01:50:47Z
412439759,YONG FA YUN 12,BZW6B,CHN,9797527,2016-03-07T00:06:35Z,2017-12-14T02:24:23Z
412660240,HAI FENG 823,BKUG,CHN,8863496,2012-01-02T17:20:06Z,2018-06-30T18:08:32Z
412946000,KAI YUAN,BIUA,CHN,8317409,2012-01-01T01:28:35Z,2017-08-02T07:45:15Z
412699340,FUYUANYUF88,NA,CHN,NA,2012-10-14T08:56:08Z,2016-10-28T21:17:07Z
518332000,TOKACHIFROST,E5U2582,COK,8503242,2012-01-01T04:28:26Z,2018-06-30T23:44:03Z
518184000,LAPPONIAN REEFER,E5U2135,COK,8917534,2012-01-02T20:29:33Z,2015-04-28T15:07:56Z
518100019,UNION ONE,E5U2964,COK,7809390,2015-07-08T09:11:38Z,2018-05-26T01:33:06Z
730151013,ORION S,HKJC7,COL,8513869,2013-11-22T18:11:48Z,2018-06-20T16:37:05Z
620149000,FRIO SEVEN,D6A2149,COM,8215936,2016-05-23T20:00:07Z,2018-05-09T10:36:04Z
616401000,SILVER ICE,D6DA5,COM,7819759,2012-01-23T23:00:01Z,2018-06-30T22:31:53Z
616735000,SALYREEFER,D6EU2,COM,7813925,2012-08-03T18:44:16Z,2018-06-30T12:53:37Z
616757000,DELTAREEFER,D6EW9,COM,7912408,2012-01-02T16:53:34Z,2018-06-04T19:01:19Z
616852000,GABU REEFER,D6FJ2,COM,8300949,2012-01-06T14:10:41Z,2018-06-30T23:55:18Z
616885000,SOLARTE,D6FM9,COM,8210285,2012-01-01T09:50:08Z,2018-06-30T23:59:50Z
306073000,SIERRAMODOC,PJHG,CUW,9076246,2012-07-05T00:02:52Z,2013-02-18T10:08:22Z
306871000,SIERRALARA,PJYP,CUW,9120205,2012-01-12T00:11:05Z,2013-08-29T12:19:27Z
306511000,ANTILLA,PJJI,CUW,8812801,2012-01-03T16:44:01Z,2016-04-20T14:41:23Z
306509000,ARUBA,PJJH,CUW,8812796,2012-01-01T06:31:53Z,2016-08-18T23:50:20Z
306303000,HOPEBAY,PJQK,CUW,9135169,2012-01-08T17:16:41Z,2015-11-09T15:08:46Z
306497000,NOVA ZEELANDIA,PJHA,CUW,8514784,2012-01-05T09:06:17Z,2018-06-30T23:44:34Z
306752000,NOVA FLORIDA,PJUP,CUW,8813635,2012-01-02T22:19:40Z,2018-06-30T20:29:17Z
306796000,BREIZ KLIPPER,PJQV,CUW,8917211,2012-01-01T21:15:13Z,2018-06-30T20:04:23Z
306862000,COPPENAME,PJYM,CUW,8807636,2012-01-01T00:52:31Z,2018-06-30T21:26:04Z
306872000,SIERRA LOBA,PJYS,CUW,9120217,2012-01-01T07:49:41Z,2018-06-30T23:44:36Z
319166000,ICE RIVER,ZCCT6,CYM,8311118,2012-01-02T10:30:08Z,2012-07-23T05:37:10Z
319235000,ICERUNNER,ZCMO7,CYM,8311120,2012-01-01T07:21:16Z,2012-06-28T23:37:21Z
319245000,ICE RANGER,ZCMO6,CYM,8311132,2012-01-07T08:12:26Z,2012-06-21T09:00:04Z
210631000,FRIO FORWIN,5BWC3,CYP,9076260,2013-05-15T20:19:43Z,2018-06-30T23:56:03Z
210966000,BALTIC FORWARD,P3BI4,CYP,8509533,2012-02-02T18:08:42Z,2017-12-15T10:21:26Z
212373000,FORLINE1,P3HQ8,CYP,8216722,2012-02-01T14:53:51Z,2018-06-21T15:12:07Z
212857000,BELBEK,P3MG8,CYP,9140970,2014-02-10T14:34:29Z,2018-06-30T23:46:17Z
325700000,HAIJILI,J7CX2,DMA,9677595,2016-07-14T07:27:45Z,2018-06-24T10:22:55Z
325753000,OCEAN STAR 96,J7DE4,DMA,8517358,2017-01-09T08:25:13Z,2018-06-30T23:56:19Z
325447000,NORCAPE,J7BP8,DMA,8800224,2012-01-08T07:37:42Z,2013-04-27T13:52:15Z
224124000,SALICA FRIGO,EBTL,ESP,9238703,2012-01-01T08:59:38Z,2018-06-29T15:02:33Z
224434000,IZAR ARGIA,EHCB,ESP,8817801,2012-01-13T18:38:58Z,2018-06-30T06:48:57Z
224500000,HERMANOS PINZON,EEDF,ESP,7816472,2012-12-11T17:14:48Z,2012-12-12T10:20:41Z
520093696,WANJINHAI9918,T3PR,FJI,8024935,2014-05-06T04:14:04Z,2018-01-16T23:51:55Z
231792000,HARENGUS,OZ2168,FRO,8920983,2016-11-16T10:20:55Z,2018-06-30T22:48:48Z
510182000,QIANYUAN,V6LF,FSM,8819691,2016-05-24T11:41:37Z,2017-10-18T01:10:50Z
627047000,VOLTA GLORY,9GII,GHA,8323604,2012-01-01T11:32:46Z,2018-06-30T23:05:58Z
627084000,VOLTAVICT,9GRG,GHA,9140102,2012-01-02T20:21:37Z,2018-06-30T23:38:12Z
627093246,VOLTAVICT,9GRG,GHA,9140102,2013-03-16T10:44:01Z,2015-05-05T15:10:54Z
334622000,NEWSEAREEFER,HQXM3,HND,7637527,2012-06-09T01:16:56Z,2015-11-10T10:55:58Z
334674000,WISDOMSEAREEFER,HQXQ4,HND,7637527,2015-11-02T06:50:31Z,2017-11-20T14:00:40Z
334533000,URGULL,HQWX4,HND,8810190,2012-01-08T06:32:44Z,2015-10-01T15:09:32Z
334548000,AMORY,HQXP3,HND,8608597,2014-03-07T02:03:31Z,2018-06-30T19:31:19Z
334567000,CHAINAVEEREEFER,HQXO6,HND,7637591,2013-10-17T08:03:21Z,2018-06-30T15:48:04Z
334640000,BLISSFULREEFER,HQXO8,HND,5296795,2014-03-14T02:32:29Z,2018-06-28T10:49:48Z
353799000,BLISSFULREEFER,HQXO8,HND,5296795,2014-02-05T21:35:56Z,2014-03-02T21:50:54Z
334667000,PRECIOUS9,HQXQ2,HND,7811513,2015-10-07T20:42:04Z,2015-11-19T09:50:50Z
525010170,SUMBERSUKSESUTAMA,PNOP,IDN,7905027,2012-09-05T02:08:26Z,2016-05-09T06:49:45Z
422733000,KOOSHA 3,9BQJ,IRN,7917458,2012-07-01T18:56:59Z,2018-03-23T21:11:58Z
431008347,DAISHIMARU11,JD4024,JPN,9782235,2016-08-09T00:12:35Z,2016-09-03T06:46:22Z
431149000,SUMIHO MARU NO.68,JL5832,JPN,9015292,2015-10-03T10:49:38Z,2018-06-30T23:04:24Z
431700203,NITTOMARU33,JD2449,JPN,8821345,2017-01-30T06:28:11Z,2017-11-30T01:03:39Z
431008827,KAIKOMARU81,JD4127,JPN,NA,2016-11-22T00:34:11Z,2017-02-12T16:47:12Z
431146000,HUKU MARU NO.78,JL6537,JPN,NA,2015-05-04T02:05:05Z,2018-06-30T23:20:04Z
431200264,KAIKO MARU NO.37,JH3171,JPN,NA,2015-08-08T04:42:16Z,2018-06-16T03:25:37Z
431401138,KAIKO MARU NO.36,JK4863,JPN,NA,2015-08-21T15:19:12Z,2018-03-14T01:50:04Z
431401161,KAIKO MARU NO.33,JE3026,JPN,NA,2015-05-23T00:09:44Z,2018-01-12T05:56:40Z
431472000,ORION,JATC,JPN,8520496,2012-01-24T11:42:20Z,2014-03-10T02:23:21Z
431201000,TAISEI MARU NO.15,7JTK,JPN,8710728,2015-05-15T01:37:31Z,2018-06-30T17:37:37Z
431263000,GOUTA MARU,7JUZ,JPN,9746827,2015-10-18T23:34:24Z,2018-06-30T23:41:29Z
431678000,TAISEI MARU NO.24,JILE,JPN,9086758,2012-01-07T00:42:46Z,2018-06-30T23:11:31Z
431003873,KAIKOMARU NO.85,JD3401,JPN,NA,2015-08-17T01:40:00Z,2018-06-25T20:03:16Z
514087000,HAI TONG DA,XUGT4,KHM,8426913,2014-11-10T16:25:19Z,2016-04-15T13:04:27Z
515924000,DART,XUKP3,KHM,8421274,2012-08-30T10:17:59Z,2015-09-18T08:46:34Z
514394000,LUIN,XUAU2,KHM,8727018,2013-03-05T10:44:43Z,2013-07-22T09:15:33Z
515604000,OCEANDREAM,XUDP7,KHM,8834689,2012-04-25T11:25:19Z,2014-05-08T07:59:13Z
515201000,QIANYUAN,XUFN4,KHM,8819691,2013-01-08T05:39:37Z,2016-02-02T23:20:16Z
514361000,SOMBRAVOLANTE,XUCR6,KHM,8408258,2012-08-23T00:06:16Z,2013-07-10T03:59:07Z
514666000,BEAM,XUGH2,KHM,8408258,2013-07-24T05:00:22Z,2014-03-04T01:42:35Z
514266000,MINGFENG,XUDF5,KHM,8214827,2012-01-01T03:34:03Z,2015-11-23T23:15:02Z
514957000,HAISUN158,XUCF6,KHM,9011911,2012-02-10T06:10:51Z,2013-05-12T03:08:38Z
514298000,MINGHANG8,XUJF6,KHM,8224432,2014-09-09T07:46:27Z,2015-11-15T05:12:12Z
515183000,YONGXIANG8,XUCX2,KHM,8609280,2012-01-09T05:41:09Z,2015-11-19T12:16:12Z
515777000,QIHANG,XUCT6,KHM,8609292,2012-01-02T07:53:21Z,2015-12-30T22:28:58Z
514211000,HAI CHI 3,XUDU6,KHM,8649151,2012-02-01T02:50:53Z,2013-10-08T20:19:43Z
514740000,HAIFENG66,XUEC2,KHM,7809390,2012-03-15T18:17:46Z,2014-11-19T01:07:52Z
667401500,HAIFENG66,XUEC2,KHM,7809390,2012-03-14T18:07:18Z,2012-03-15T06:30:38Z
515175000,NADIZ,XUFB6,KHM,9101871,2012-08-25T03:21:57Z,2017-04-27T05:06:39Z
515557000,HENGXING1,XUPA8,KHM,8834421,2012-01-03T15:17:45Z,2013-06-24T04:10:37Z
515717000,RUI HANG,XUFX9,KHM,8426975,2012-01-06T01:22:34Z,2015-11-11T02:21:03Z
515887000,KAMANGA,XUJW9,KHM,7614812,2012-01-01T11:48:51Z,2015-07-10T15:16:13Z
528565426,FOR SHINE 1,T3HM2,KIR,8891302,2014-05-10T18:22:48Z,2018-03-05T06:56:49Z
529614000,FOR SHINE 1,T3HM2,KIR,8891302,2013-06-08T01:31:41Z,2015-07-27T10:12:37Z
529089000,SHIN HO CHUN 101,T3LR,KIR,9220653,2012-01-01T03:19:17Z,2015-07-17T05:09:38Z
529623000,RETRIEVER,T3HW2,KIR,9109500,2013-06-16T09:31:12Z,2016-10-14T22:27:41Z
529523000,SEA GLORY,T3DS2,KIR,9009695,2012-11-18T08:51:50Z,2015-07-31T15:49:03Z
312413000,QIAO TAI,T3PM2,KIR,9677595,2014-09-22T01:42:25Z,2014-09-22T06:31:57Z
529758000,QIAO TAI,T3PM2,KIR,9677595,2014-09-22T06:44:17Z,2016-06-12T02:42:56Z
529844000,ZHONGZHOU1,T3TB2,KIR,9044358,2015-08-11T07:35:12Z,2016-12-08T00:53:33Z
529764000,WEI SHUN,T3PT2,KIR,8312655,2014-08-21T07:32:11Z,2016-10-27T00:52:46Z
529620000,PUNTORUSSO,T3HT2,KIR,8612304,2013-05-31T12:16:50Z,2016-02-12T11:44:09Z
529485000,SYOTA MARU,T3CC2,KIR,9087908,2012-08-19T16:01:36Z,2015-11-02T22:48:15Z
529105000,TAIFU3,T3MH,KIR,7927453,2012-01-25T04:13:48Z,2016-12-06T02:01:53Z
529529000,CHAN HAN NO.6,T3DY2,KIR,7812074,2012-10-18T04:18:09Z,2015-07-17T07:25:21Z
529120000,WIN UNI,T3MY,KIR,7302299,2013-04-17T00:30:15Z,2017-10-20T21:12:37Z
529567000,YUN RUN,T3FN2,KIR,9003756,2013-01-31T05:30:36Z,2018-06-30T20:21:44Z
529642000,MELTEMI,T3JR2,KIR,9172442,2013-07-11T17:37:25Z,2016-06-02T06:35:29Z
529604000,PS REEFER,T3HB2,KIR,8221947,2013-04-18T03:18:26Z,2015-07-21T23:59:48Z
529558000,NAFTILOS,T3FD2,KIR,8503723,2013-04-07T09:27:27Z,2018-02-02T07:58:38Z
529874000,MING FENG,T3UH2,KIR,8214827,2015-11-25T23:14:08Z,2017-11-15T03:38:46Z
529304000,SEIWA,T3VQ,KIR,9021277,2012-01-02T17:56:17Z,2015-03-26T06:30:24Z
529052000,FORTUNA REEFER,T3KB,KIR,7908770,2012-01-01T10:40:04Z,2016-07-03T17:36:38Z
529132000,YUNG DA FA 101,T3NL,KIR,8508840,2012-01-01T03:18:33Z,2015-04-26T05:50:03Z
454215600,MIN TAI LENG,T3HD2,KIR,8627309,2014-11-29T11:38:01Z,2014-12-02T01:26:01Z
529606000,MIN TAI LENG,T3HD2,KIR,8627309,2013-05-31T02:51:31Z,2014-11-27T23:02:03Z
529445000,TAI XING,T3AL2,KIR,8210273,2012-01-01T00:36:38Z,2015-01-31T01:16:33Z
529605000,XIN RUI,T3HC2,KIR,9065534,2013-11-08T05:46:04Z,2018-06-30T23:59:17Z
372177000,KRASKINO,3EPS9,KIR,8906808,2012-01-01T05:31:18Z,2015-07-09T01:59:33Z
529382000,SEA STAR,T3YU,KIR,8914221,2012-01-01T03:14:31Z,2015-11-13T01:58:01Z
529346000,FULL KUO SHIN,T3XH,KIR,8604967,2012-01-24T04:36:03Z,2017-10-01T02:21:23Z
529615000,HAI SHUN 158,T3HN2,KIR,9011911,2013-06-13T05:44:29Z,2015-09-18T05:17:31Z
529086000,SHIN HO CHUN 102,T3LN,KIR,9262182,2012-01-01T01:40:17Z,2015-07-09T02:37:49Z
529607000,HAN XING,T3HE2,KIR,9586332,2013-05-11T02:07:04Z,2015-09-30T22:20:14Z
667003111,HAN XING,T3HE2,KIR,9586332,2013-05-08T07:36:55Z,2013-05-11T01:11:38Z
529096000,TAI FU NO.1,T3LY,KIR,7908976,2012-01-03T16:39:35Z,2015-08-31T05:28:44Z
529087000,LAKE HILL,T3LP,KIR,8028955,2012-01-01T22:06:56Z,2015-07-21T00:57:40Z
529578000,YUN RUN 3,T3FZ2,KIR,9161613,2013-02-22T07:59:24Z,2016-02-24T23:52:39Z
529650000,HAO XIANG,T3JZ2,KIR,7812062,2013-09-03T13:09:51Z,2015-10-27T07:05:48Z
529650006,HAO XIANG,T3JZ2,KIR,7812062,2013-08-27T07:36:10Z,2013-09-02T12:28:25Z
529837000,WEI LI,T3SU2,KIR,7726706,2015-07-08T02:53:28Z,2016-09-30T01:03:34Z
529161000,HANYI2,T3PR,KIR,8024935,2012-01-11T06:46:51Z,2012-02-23T04:26:04Z
529092000,SUN BIG NO.3,T3LU,KIR,7352804,2012-01-01T03:27:35Z,2014-06-28T07:46:55Z
